"DO NOT SHARE THIS SHEET. CHOOSE ""Download as CSV""",,,impression,click,web to app auto redirect,branch cta view,sms sent,open,install,reinstall,web session start,pageview,commerce event,custom event,content event,user lifecycle event
dimension,format,definition,"Loading of a user generated and placed impression pixel for the purpose of creating an attributing event from a marketing effort. By this definition, no automated renders from Branch (e.g. Journeys, Deepviews) are impressions, nor are views of content in the app.",A user initiated action of tapping on a Branch link or html element directly in front of a Branch link,"A web to app auto redirect works by simulating the action of a user clicking a link, but without user interaction. Technically this is implemented using ""open_app=true"" in our web to app products. Currently, this only exists on Journeys (+ banners + Web SDK Deepviews).","The loading of a visual element or webpage that includes a Branch-created CTA, powered by a Branch link. Today, this includes loading Journeys and Deepviews.",An successfully triggered call to send an SMS (not necessarily receipt of the SMS),"A mobile app launch that is not an install (ie not a first time app launch for that persona). An ""open"" ends when an app is backgrounded or closed.",The first time an app launches for a given IDFA/AAID. (Excludes cases where the IDFA is reset with the app still installed.),When an app is deleted then re-installed on the same device (same device is defined as same IDFA/AAID).,A website launch (ie first page view). A session is considered to end after 30 minutes of inactivity (ie not launching a page or triggering an event).,"A pageview is the loading of a single page for a given website which is triggered more specifically, by calling branch.init() or branch.track('pageview')","A standard event where a customer is on a journey to pay money to a business. It excludes views, but includes adding to cart through to purchasing. [Uses Branch event tracking code or the Data Ingestion pipeline. Each event within it is a point in time action.]",Custom event is a non-standard user tracked event. [Uses Branch event tracking code or the Data Ingestion pipeline. Each event within it is a point in time action.],"A standard event involving content that may or may not be a product, but excludes events where a customer is on a journey to pay money to a business (adding to cart to purchasing). [Uses Branch event tracking code. Each event within it is a point in time action.]",A standard event not involving content. [Uses Branch event tracking code. Each event within it is a point in time action.]
,,,"total, unique","total, unique","total, unique","total, unique","total, unique","total, unique","total, unique","total, unique","total, unique","total, unique","total, unique, revenue","total, unique",,
last_attributed_touch_data_tilde_advertising_partner_id,string,"ID for the advertising partner specified for the last attributed touch. set automatically server side OR specified by the client. for now, specific to partners migrating from TUNE.",y,y,y,y,y,y,y,y,y,y,y,y,y,y,
last_attributed_touch_data_tilde_secondary_publisher,string,"secondary publisher specified for the last attributed touch. passed by the ad network.",y,y,y,y,y,y,y,y,y,y,y,y,y,y,
last_attributed_touch_data_tilde_secondary_publisher_id,string,"id of secondary publisher specified for the last attributed touch. passed by the ad network.",y,y,y,y,y,y,y,y,y,y,y,y,y,y,
last_attributed_touch_data_tilde_customer_secondary_publisher,string,"id of secondary publisher specified for the last attributed touch. passed by the ad network.",y,y,y,y,y,y,y,y,y,y,y,y,y,y,
last_attributed_touch_data_tilde_creative_name,string,"creative name specified for the last attributed touch. set automatically server side.",y,y,y,y,y,y,y,y,y,y,y,y,y,y,
last_attributed_touch_data_tilde_creative_id,string,"creative id specified for the last attributed touch. set automatically server side.",y,y,y,y,y,y,y,y,y,y,y,y,y,y,
last_attributed_touch_data_tilde_ad_set_name,string,"ad set name specified for the last attributed touch. set automatically server side.",y,y,y,y,y,y,y,y,y,y,y,y,y,y,
last_attributed_touch_data_tilde_ad_set_id,string,"ad set id specified for the last attributed touch. set automatically server side.",y,y,y,y,y,y,y,y,y,y,y,y,y,y,
last_attributed_touch_data_tilde_customer_ad_set_name,string,"customer ad set name specified for the last attributed touch. can be specified on links by the client.",y,y,y,y,y,y,y,y,y,y,y,y,y,y,
last_attributed_touch_data_tilde_ad_name,string,"ad name specified for the last attributed touch. set automatically server side.",y,y,y,y,y,y,y,y,y,y,y,y,y,y,
last_attributed_touch_data_tilde_ad_id,string,"ad id specified for the last attributed touch. set automatically server side.",y,y,y,y,y,y,y,y,y,y,y,y,y,y,
last_attributed_touch_data_tilde_customer_ad_name,string,"customer ad name specified for the last attributed touch. can be specified on the link by the client.",y,y,y,y,y,y,y,y,y,y,y,y,y,y,
last_attributed_touch_data_tilde_keyword,string,"keyword specified for the last attributed touch. set automatically server side.",y,y,y,y,y,y,y,y,y,y,y,y,y,y,
last_attributed_touch_data_tilde_keyword_id,string,"Unique ID for keyword of the last touch as provided by Google.",y,y,y,y,y,y,y,y,y,y,y,y,y,y,
last_attributed_touch_data_tilde_customer_keyword,string,"Customer keyword of the last touch. Can be specified on links by the client.",y,y,y,y,y,y,y,y,y,y,y,y,y,y,
last_attributed_touch_data_tilde_sub_site_name,string,"Reference to the site where the ad was displayed. passed by the ad network.",y,y,y,y,y,y,y,y,y,y,y,y,y,y,
last_attributed_touch_data_tilde_customer_sub_site_name,string,"Customer reference to the site where the ad was displayed. Can be specified on links by the client.",y,y,y,y,y,y,y,y,y,y,y,y,y,y,
last_attributed_touch_data_tilde_branch_ad_format,string,"Ad format of the last touch. Ad Format chosen upon Branch link creation and set as an analytics tag. e.g. Search, Display, Product Ad, App only.",y,y,y,y,y,y,y,y,y,y,y,y,y,y,
last_attributed_touch_data_tilde_technology_partner,string,"Technology partner of last touch, as set with an analytics tag. Any third party that's used to enhance a campaign (e.g. audiences being provided, creative optimization), with the exception of agencies",y,y,y,y,y,y,y,y,y,y,y,y,y,y,
last_attributed_touch_data_tilde_banner_dimensions,string,"Dimensions of display banner of the last touch, as set with an analytics tag.",y,y,y,y,y,y,y,y,y,y,y,y,y,y,
last_attributed_touch_data_tilde_placement,string,"Placement of the last touch, as set with an analytics tag. Actual app or website the ad appears on display campaigns",y,y,y,y,y,y,y,y,y,y,y,y,y,y,
last_attributed_touch_data_tilde_placement_id,string,"ID of placement of the last touch, as set with an analytics tag. Actual app or website the ad appears on display campaigns",y,y,y,y,y,y,y,y,y,y,y,y,y,y,
last_attributed_touch_data_tilde_customer_placement,string,"Customer specified placement of the last touch, as set with an analytics tag. Actual app or website the ad appears on display campaigns",y,y,y,y,y,y,y,y,y,y,y,y,y,y,
last_attributed_touch_data_tilde_agency,string,"Agency of the last touch, as set with an analytics tag. Agency that runs ad campaigns on behalf of advertiser.",y,y,y,y,y,y,y,y,y,y,y,y,y,y,
last_attributed_touch_data_tilde_agency_id,string,"ID of agency of the last touch, as set with an analytics tag. Agency that runs ad campaigns on behalf of advertiser.",y,y,y,y,y,y,y,y,y,y,y,y,y,y,
last_attributed_touch_data_tilde_tune_publisher_name,string,"Publisher name of the last touch. TUNE-specific variable for one customer's ad network enablement. In general, last_attributed_touch_data_tilde_advertising_partner_name is a better field to use.",y,y,y,y,y,y,y,y,y,y,y,y,y,y,
last_attributed_touch_data_tilde_tune_publisher_id,int,"Publisher id of the last touch. TUNE-specific variable for one customer's ad network enablement. In general, last_attributed_touch_data_tilde_advertising_partner_name is a better field to use.",y,y,y,y,y,y,y,y,y,y,y,y,y,y,
last_attributed_touch_data_tilde_tune_publisher_sub1,string,"General-purpose field for passing data from click through to installs, opens, and conversion events.",y,y,y,y,y,y,y,y,y,y,y,y,y,y,
last_attributed_touch_data_tilde_tune_publisher_sub2,string,"General-purpose field for passing data from click through to installs, opens, and conversion events.",y,y,y,y,y,y,y,y,y,y,y,y,y,y,
last_attributed_touch_data_tilde_tune_publisher_sub3,string,"General-purpose field for passing data from click through to installs, opens, and conversion events.",y,y,y,y,y,y,y,y,y,y,y,y,y,y,
last_attributed_touch_data_tilde_tune_publisher_sub4,string,"General-purpose field for passing data from click through to installs, opens, and conversion events.",y,y,y,y,y,y,y,y,y,y,y,y,y,y,
last_attributed_touch_data_tilde_tune_publisher_sub5,string,"General-purpose field for passing data from click through to installs, opens, and conversion events.",y,y,y,y,y,y,y,y,y,y,y,y,y,y,
last_attributed_touch_data_tilde_optimization_model,string,"Optimization model of the last touch, as set with an analytics tag. Model detailing the event for which the campaign is optimizing, e.g. for installs, clicks, events",y,y,y,y,y,y,y,y,y,y,y,y,y,y,
last_attributed_touch_data_tilde_secondary_ad_format,string,"Secondary ad format of the last touch, as set with an analytics tag or during ad link creation flow in the dashboard. Ad Partner Specific Ad format, such as Display Engagement Ad for Google.",y,y,y,y,y,y,y,y,y,y,y,y,y,y,
last_attributed_touch_data_tilde_external_touch_id,string,"id of click or impression (view) sent to Branch from a third party. Used to tie an attributed event back to the original touch. Where the attributed partner is Google SAN, this will be the gclid value. See gclid in this sheet for more information.",y,y,y,y,y,y,y,y,y,y,y,y,y,y,
last_attributed_touch_data_tilde_journey_id,string,"Audience rule id for a Journey. set automatically server side.",n,y,y,y,y,y,y,y,y,y,y,y,y,y,
last_attributed_touch_data_tilde_journey_name,string,"""Campaign Name"" or ""title"" for an audience rule / Journey. can be specified on links by the client, or prefilled automatically server side in some cases.",n,y,y,y,y,y,y,y,y,y,y,y,y,y,
last_attributed_touch_data_tilde_view_id,string,"Branch view id for a Journey. set automatically server side.",n,y,y,y,y,y,y,y,y,y,y,y,y,y,
last_attributed_touch_data_tilde_view_name,string,"""View Name"" or ""title"" for a branch view / template. can be specified on links by the client, or prefilled automatically server side in some cases.",n,y,y,y,y,y,y,y,y,y,y,y,y,y,
last_attributed_touch_data_plus_referring_domain,string,"Domain of the URL that the user visited before landing on a page with a Journey. This should use the same data source that we use for the ""came directly from a URL"" audience filter. specified by the client.",n,y,y,y,y,y,y,y,y,y,y,y,y,y,
last_attributed_touch_data_plus_current_feature,"enum { EMAIL, ADS, DESKTOP_JOURNEYS, MOBILE_JOURNEYS, DESKTOP_DEEPVIEWS, MOBILE_DEEPVIEWS, SOCIAL, QUICK_LINKS }","Branch feature (determined by Branch) of the current touch. set automatically server side.",y,y,y,y,y,n,n,n,n,n,n,n,n,y,
last_attributed_touch_data_plus_via_features,"enum { EMAIL, ADS, DESKTOP_JOURNEYS, MOBILE_JOURNEYS, DESKTOP_DEEPVIEWS, MOBILE_DEEPVIEWS, SOCIAL, QUICK_LINKS }","All Branch features (determined by Branch) which were determined, via attribution, to have led to this event. For example, if an email link click leads to a Journey which leads to the app, the published eo_open will have +via_features: [EMAIL, JOURNEYS]. set automatically server side.",n,y,y,y,y,y,y,y,y,y,y,y,y,y,
last_attributed_touch_data_dollar_3p,string,"advertising partner short-code (e.g. e_rs) specified for the last attributed touch. specified by the client.",y,y,y,y,y,y,y,y,y,y,y,y,y,y,
last_attributed_touch_data_dollar_fb_data_terms_not_signed,boolean,"if the mobile data terms are not signed from facebook. this means we need to hide everything attribution-related from external events. set automatically server side.",n,n,n,n,n,y,y,y,y,y,y,y,y,y,
last_attributed_touch_data_plus_web_format,"enum { AMP, INSTANT_ARTICLES }","set if an event originated with a touch on Google AMP or Facebook Instant Article. specified by the client.",y,y,y,y,y,y,y,y,y,y,y,y,y,y,
last_attributed_touch_data_custom_fields,string,"Any deep link data specified for the last touch not captured by the above fields e.g. {foo:true, $deeplink_path: 'id/12'}. ""custom_fields"" should not be surfaced as an independent object. The values should be included in last_attributed_touch_data. specified by the client.",y,y,y,y,y,y,y,y,y,y,y,y,y,y,
di_match_click_token,int,"Branch Flow ID. Should be internal only, but used by Tune, Appsflyer and other to match a click to an install, using the Android install referrer. set server side, relayed by the client.",n,y,y,n,n,n,n,n,n,n,n,n,n,y,
last_cta_view_timestamp,int,"unix timestamp in milliseconds for the last Branch CTA view. set automatically server side.",n,n,n,n,n,y,y,y,y,y,y,y,y,y,
last_cta_view_data_tilde_id,int,"id for the last Branch CTA view. set automatically server side.",n,n,n,n,n,y,y,y,y,y,y,y,y,y,
last_cta_view_data_tilde_campaign,string,"campaign (name) specified for the last Branch CTA view. can be specified on links by the client, or prefilled automatically server side in some cases.",n,n,n,n,n,y,y,y,y,y,y,y,y,y,
last_cta_view_data_tilde_campaign_id,string,"campaign id specified for the last Branch CTA view. set automatically server side.",n,n,n,n,n,y,y,y,y,y,y,y,y,y,
last_cta_view_data_tilde_campaign_type,string,"campaign type. Google AAP field. set automatically server side.",n,n,n,n,n,y,y,y,y,y,y,y,y,y,
last_cta_view_data_tilde_customer_campaign,string,"customer campaign specified for the last Branch CTA view. can be specified by links on the client.",n,n,n,n,n,y,y,y,y,y,y,y,y,y,
last_cta_view_data_tilde_channel,string,"channel specified for the last Branch CTA view. can be specified on links by the client, or prefilled automatically server side in some cases.",n,n,n,n,n,y,y,y,y,y,y,y,y,y,
last_cta_view_data_tilde_feature,string,"feature specified for the last Branch CTA view. can be specified on links by the client, or prefilled automatically server side in some cases.",n,n,n,n,n,y,y,y,y,y,y,y,y,y,
last_cta_view_data_tilde_stage,string,"stage specified for the last Branch CTA view. can be specified on links by the client, or prefilled automatically server side in some cases.",n,n,n,n,n,y,y,y,y,y,y,y,y,y,
last_cta_view_data_tilde_tags,array[string],"tags specified for the last Branch CTA view. can be specified on links by the client, or prefilled automatically server side in some cases.",n,n,n,n,n,y,y,y,y,y,y,y,y,y,
last_cta_view_data_tilde_advertising_partner_name,string,"human-readable advertising partner name specified for the last Branch CTA view. set automatically server side.",n,n,n,n,n,y,y,y,y,y,y,y,y,y,
last_cta_view_data_tilde_advertising_partner_id,string,"ID for advertising partner specified for the last Branch CTA view. set automatically server side OR specified by the client.",n,n,n,n,n,y,y,y,y,y,y,y,y,y,
last_cta_view_data_tilde_secondary_publisher,string,"secondary publisher specified for the last Branch CTA view. passed by the ad network.",n,n,n,n,n,y,y,y,y,y,y,y,y,y,
last_cta_view_data_tilde_secondary_publisher_id,string,"id of the secondary publisher specified for the last Branch CTA view. passed by the ad network.",n,n,n,n,n,y,y,y,y,y,y,y,y,y,
last_cta_view_data_tilde_customer_secondary_publisher,string,"customer secondary publisher specified for the last Branch CTA view. can be specified on links by the client.",n,n,n,n,n,y,y,y,y,y,y,y,y,y,
last_cta_view_data_tilde_creative_name,string,"creative name specified for the last Branch CTA view. set automatically server side.",n,n,n,n,n,y,y,y,y,y,y,y,y,y,
last_cta_view_data_tilde_creative_id,string,"creative id specified for the last Branch CTA view. set automatically server side.",n,n,n,n,n,y,y,y,y,y,y,y,y,y,
last_cta_view_data_tilde_ad_set_name,string,"ad set name specified for the last Branch CTA view. set automatically server side.",n,n,n,n,n,y,y,y,y,y,y,y,y,y,
last_cta_view_data_tilde_ad_set_id,string,"ad set id specified for the last Branch CTA view. set automatically server side.",n,n,n,n,n,y,y,y,y,y,y,y,y,y,
last_cta_view_data_tilde_customer_ad_set_name,string,"customer ad set name specified for the last Branch CTA view. can be specified on links by the client.",n,n,n,n,n,y,y,y,y,y,y,y,y,y,
last_cta_view_data_tilde_ad_name,string,"ad name specified for the last Branch CTA view. set automatically server side.",n,n,n,n,n,y,y,y,y,y,y,y,y,y,
last_cta_view_data_tilde_ad_id,string,"ad id specified for the last Branch CTA view. set automatically server side.",n,n,n,n,n,y,y,y,y,y,y,y,y,y,
last_cta_view_data_tilde_customer_ad_name,string,"customer ad name specified for the last Branch CTA view. can be specified on links by the client.",n,n,n,n,n,y,y,y,y,y,y,y,y,y,
last_cta_view_data_tilde_keyword,string,"keyword specified for the last Branch CTA view. set automatically server side.",n,n,n,n,n,y,y,y,y,y,y,y,y,y,
last_cta_view_data_tilde_keyword_id,string,"Unique ID for keyword of the last touch as provided by Google.",n,n,n,n,n,y,y,y,y,y,y,y,y,y,
last_cta_view_data_tilde_customer_keyword,string,"Customer keyword of the last touch. Can be specified on links by the client.",n,n,n,n,n,y,y,y,y,y,y,y,y,y,
last_cta_view_data_tilde_branch_ad_format,string,"Ad format of the last touch. Ad Format chosen upon Branch link creation and set as an analytics tag. e.g. Search, Display, Product Ad, App only.",n,n,n,n,n,y,y,y,y,y,y,y,y,y,
last_cta_view_data_tilde_technology_partner,string,"Technology partner of last touch, as set with an analytics tag. Any third party that's used to enhance a campaign (e.g. audiences being provided, creative optimization), with the exception of agencies",n,n,n,n,n,y,y,y,y,y,y,y,y,y,
last_cta_view_data_tilde_banner_dimensions,string,"Dimensions of display banner of the last touch, as set with an analytics tag.",n,n,n,n,n,y,y,y,y,y,y,y,y,y,
last_cta_view_data_tilde_placement,string,"Placement of the last touch, as set with an analytics tag. Actual app or website the ad appears on display campaigns",n,n,n,n,n,y,y,y,y,y,y,y,y,y,
last_cta_view_data_tilde_placement_id,string,"ID of placement of the last touch, as set with an analytics tag. Actual app or website the ad appears on display campaigns",n,n,n,n,n,y,y,y,y,y,y,y,y,y,
last_cta_view_data_tilde_customer_placement,string,"Customer specified placement of the last touch, as set with an analytics tag. Actual app or website the ad appears on display campaigns",n,n,n,n,n,y,y,y,y,y,y,y,y,y,
last_cta_view_data_tilde_sub_site_name,string,"Reference to the site where the ad was displayed. passed by the ad network.",n,n,n,n,n,y,y,y,y,y,y,y,y,y,
last_cta_view_data_tilde_customer_sub_site_name,string,"Customer reference to the site where the ad was displayed. Can be specified on links by the client.",n,n,n,n,n,y,y,y,y,y,y,y,y,y,
last_cta_view_data_tilde_agency,string,"Agency of the last touch, as set with an analytics tag. Agency that runs ad campaigns on behalf of advertiser.",n,n,n,n,n,y,y,y,y,y,y,y,y,y,
last_cta_view_data_tilde_agency_id,string,"ID of agency of the last touch, as set with an analytics tag. Agency that runs ad campaigns on behalf of advertiser.",n,n,n,n,n,y,y,y,y,y,y,y,y,y,
last_cta_view_data_tilde_tune_publisher_name,string,"Publisher name of the last touch. TUNE-specific variable for one customer's ad network enablement. In general, last_attributed_touch_data_tilde_advertising_partner_name is a better field to use.",n,n,n,n,n,y,y,y,y,y,y,y,y,y,
last_cta_view_data_tilde_tune_publisher_id,int,"Publisher id of the last touch. TUNE-specific variable for one customer's ad network enablement. In general, last_attributed_touch_data_tilde_advertising_partner_name is a better field to use.",n,n,n,n,n,y,y,y,y,y,y,y,y,y,
last_cta_view_data_tilde_tune_publisher_sub1,string,"General-purpose field for passing data from click through to installs, opens, and conversion events.",n,n,n,n,n,y,y,y,y,y,y,y,y,y,
last_cta_view_data_tilde_tune_publisher_sub2,string,"General-purpose field for passing data from click through to installs, opens, and conversion events.",n,n,n,n,n,y,y,y,y,y,y,y,y,y,
last_cta_view_data_tilde_tune_publisher_sub3,string,"General-purpose field for passing data from click through to installs, opens, and conversion events.",n,n,n,n,n,y,y,y,y,y,y,y,y,y,
last_cta_view_data_tilde_tune_publisher_sub4,string,"General-purpose field for passing data from click through to installs, opens, and conversion events.",n,n,n,n,n,y,y,y,y,y,y,y,y,y,
last_cta_view_data_tilde_tune_publisher_sub5,string,"General-purpose field for passing data from click through to installs, opens, and conversion events.",n,n,n,n,n,y,y,y,y,y,y,y,y,y,
last_cta_view_data_tilde_optimization_model,string,"Optimization model of the last touch, as set with an analytics tag. Model detailing the event for which the campaign is optimizing, e.g. for installs, clicks, events",n,n,n,n,n,y,y,y,y,y,y,y,y,y,
last_cta_view_data_tilde_secondary_ad_format,string,"Secondary ad format of the last touch, as set with an analytics tag or during ad link creation flow in the dashboard. Ad Partner Specific Ad format, such as Display Engagement Ad for Google.",n,n,n,n,n,y,y,y,y,y,y,y,y,y,
last_cta_view_data_tilde_external_touch_id,string,"id of click or impression (view) sent to Branch from a third party. Used to tie an attributed event back to the original touch.",n,n,n,n,n,y,y,y,y,y,y,y,y,y,
last_cta_view_data_tilde_journey_id,string,"Audience rule id for a Journey. set automatically server side.",n,n,n,n,n,y,y,y,y,y,y,y,y,y,
last_cta_view_data_tilde_journey_name,string,"""Campaign Name"" or ""title"" for an audience rule / Journey. can be specified on links by the client, or prefilled automatically server side in some cases.",n,n,n,n,n,y,y,y,y,y,y,y,y,y,
last_cta_view_data_tilde_view_id,string,"Branch view id for a Journey. set automatically server side.",n,n,n,n,n,y,y,y,y,y,y,y,y,y,
last_cta_view_data_tilde_view_name,string,"""View Name"" or ""title"" for a branch view / template. can be specified on links by the client, or prefilled automatically server side in some cases.",n,n,n,n,n,y,y,y,y,y,y,y,y,y,
last_cta_view_data_plus_referring_domain,string,"Domain of the URL that the user visited before landing on a page with a Journey. This should use the same data source that we use for the ""came directly from a URL"" audience filter. specified by the client.",n,n,n,n,n,y,y,y,y,y,y,y,y,y,
last_cta_view_data_plus_via_features,"enum { EMAIL, ADS, DESKTOP_JOURNEYS, MOBILE_JOURNEYS, DESKTOP_DEEPVIEWS, MOBILE_DEEPVIEWS, SOCIAL, QUICK_LINKS }","All Branch features (determined by Branch) which were determined, via attribution, to have led to this event. For example, if an email link click leads to a Journeys CTA view, the published eo_branch_cta_view will have +via_features: [EMAIL, JOURNEYS]. set automatically server side.",n,n,n,n,n,y,y,y,y,y,y,y,y,y,
last_cta_view_data_dollar_3p,string,"advertising partner short-code (e.g. e_rs) specified for the last Branch CTA view. specified by the client.",n,n,n,n,n,y,y,y,y,y,y,y,y,y,
last_cta_view_data_plus_web_format,"enum { AMP, INSTANT_ARTICLES }","set if an event originated with a Branch CTA view on Google AMP or Facebook Instant Article. specified by the client.",n,n,n,n,n,y,y,y,y,y,y,y,y,y,
last_cta_view_data_custom_fields,string,"stringified JSON representing custom data specified for the last Branch CTA view e.g. {foo:true}. specified by the client.",n,n,n,n,n,y,y,y,y,y,y,y,y,y,
deep_linked,boolean,"true if the current app or web session resulted in the user being deep linked. set automatically server side.",n,n,n,n,n,y,y,y,y,y,y,y,y,y,
first_event_for_user,boolean,"if this is the first time for this persona that this event has been triggered. set automatically server side.",n,n,n,n,n,y,y,y,y,y,y,y,y,y,
existing_user,boolean,"this is TUNE's existing_user flag. Pass-through field. specified by the client.",n,n,n,n,n,y,y,y,y,y,y,y,y,y,
user_data_os,"enum { AMAZON_FIRE, AMAZON_FIRE_TV, ANDROID, BADA, BEOS, BLACKBERRY, BSD, CENTOS, CHROMIUM_OS, DEBIAN, DRAGONFLY, FEDORA, FIREFOX_OS, FREEBSD, GENTOO, GN, IOS, JOLI, KUBUNT, LINUX, MAC_OS, MANDRIVA, MEEGO, MINT, NETBSD, NINTENDO, OPENBSD, OS_2, OTHER, PLAYSTATION, RIM_TABLET_OS, ROBOTS, SAILFISH, SLACKWARE, SOLARIS, SUSE, SYMBIAN, TIZEN, TVOS, UBUNT, UNIX, WINDOWS, WINDOWS_PHONE, ZENWALK }","os of the device where the event occurred. note that robots includes web and app robots for easy filtering. specified by the client.",y,y,y,y,y,y,y,y,y,y,y,y,y,y,
